Description,Title,Location,Beds,Baths,Toilets,Is_new,Is_furnished,Is_serviced,Price
5 Bedroom Fully Detached Duplex,5 BEDROOM HOUSE FOR SALE,Ikate Lekki Lagos,5.0,0.0,0.0,0,0,0,600000000
4 Bedroom Detached Duplex,4 BEDROOM HOUSE FOR SALE,Ajah Lagos,4.0,0.0,0.0,0,0,0,85000000
6numbers Of 3 Bedrooms Flat,3 BEDROOM HOUSE FOR SALE,Opebi Ikeja Lagos,3.0,0.0,0.0,0,0,0,160000000
3 Bedroom Bungalow,3 BEDROOM HOUSE FOR SALE,Alimosho Lagos,3.0,3.0,3.0,0,0,0,17000000
3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR SALE,Anthony Ikeja Lagos,3.0,0.0,0.0,0,0,0,70000000
8 Numbers Of Mini Flat,1 BEDROOM HOUSE FOR SALE,Alimosho Lagos,1.0,1.0,1.0,0,0,0,45000000
4 Bedroom Bungalow,4 BEDROOM HOUSE FOR SALE,Egbeda Alimosho Lagos,4.0,0.0,0.0,0,0,0,35000000
6 Flats Of 2 Bedrooms,2 BEDROOM HOUSE FOR SALE,Off Alaka Street. Behind Yaba Tech Road.tabasco Yaba Lagos,2.0,0.0,0.0,0,0,0,100000000
Brand New 5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Estate Off College Road Ogba Lagos,5.0,0.0,0.0,0,0,0,110000000
Blocks Of Flats,HOUSE FOR SALE,"No 19 Salawu Lawal Street, Close To Tincan Seaport By Peoples Bus Stop Or Trinity Bus Stop Ajegunle Olodi Apapa Apapa Lagos",0.0,0.0,0.0,0,0,0,50000000
Structured 4 Numbers Of 3 Bedroom Flats,3 BEDROOM HOUSE FOR SALE,Opesa Ipaja Lagos,3.0,0.0,0.0,0,0,0,35000000
Lovely 5 Bedroom Duplex,5 BEDROOM HOUSE FOR SALE,Divine Grace Estate Agric Ikorodu Lagos,5.0,0.0,0.0,0,0,0,65000000
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,"Chevy View Estate, Chevron Lekki Lagos",4.0,0.0,0.0,0,0,0,65000000
8 Numbers Of 3 Bedroom Flat,3 BEDROOM HOUSE FOR SALE,"Off Agric Rd Igando Bus Stop, Alimosho Lagos",3.0,3.0,3.0,0,0,0,55000000
2 Bedroom Maisonette,2 BEDROOM FLAT / APARTMENT FOR SALE,Osapa London Lekki Lagos,2.0,0.0,0.0,0,0,0,57000000
5 Bedroom Fully Detached Duplex,5 BEDROOM HOUSE FOR SALE,Ajah Sangotedo Lagos,5.0,0.0,0.0,0,0,0,150000000
4 Bedroom Duplex,4 BEDROOM HOUSE FOR SALE,Rosanwo By Adekunle Kuye Aguda Surulere Lagos,4.0,3.0,3.0,0,0,0,100000000
Luxury 5 Bedroom Fully Detached Duplex,5 BEDROOM HOUSE FOR SALE,Osapa London Lekki Lagos,5.0,0.0,0.0,0,0,0,430000000
6 Numbers Of 3 Bedroom Flats,3 BEDROOM HOUSE FOR SALE,Ikeja Gra Ikeja Lagos,3.0,0.0,0.0,0,0,0,85000000
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,4.0,0.0,0.0,0,0,0,75000000
Event Centre,COMMERCIAL PROPERTY FOR SALE,"No53 Orile Road, Agege Alimosho Lagos",0.0,0.0,0.0,0,0,0,100000000
3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR SALE,Mafoluku Oshodi Lagos,3.0,0.0,0.0,0,0,0,60000000
3 Bedroom Bungalow,3 BEDROOM HOUSE FOR SALE,Alimosho Lagos,3.0,3.0,3.0,0,0,0,35000000
Brand New 4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,Inside Boeat Estate Adeniyi Jones Ikeja Lagos,4.0,0.0,0.0,0,0,0,125000000
2 Numbers Of 2 Bedroom Flats,2 BEDROOM HOUSE FOR SALE,Moshalashi Bus Stop Alagbado Abule Egba Lagos,2.0,0.0,0.0,0,0,0,15000000
4 Numbers Of 3 Bedroom Flat,3 BEDROOM HOUSE FOR SALE,Oko Oba Agege Alimosho Lagos,3.0,3.0,3.0,0,0,0,57000000
5 Bedroom Fully Detached Duplex,5 BEDROOM HOUSE FOR SALE,"Joe Akonobi Street, River Valley Estate Ojodu Lagos",5.0,5.0,0.0,0,0,0,120000000
Three Units Of 2 Bedroom Apartments Upstairs + Mini Flats,HOUSE FOR SALE,"Lasu Road, Iba Junction Iba Ojo Lagos",0.0,0.0,0.0,0,0,0,25000000
Luxury 3 Bedroom Flat,3 BEDROOM HOUSE FOR SALE,Command Ipaja Lagos,3.0,0.0,0.0,0,0,0,15000000
6units 2 Bedroom Flat,10 BEDROOM HOUSE FOR SALE,Gbagada Lagos,10.0,0.0,0.0,0,0,0,130000000
Luxury 4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Cowrie Creek Estate Lekki Lagos,4.0,0.0,0.0,0,0,0,250000000
Hotel Space,10 BEDROOM HOUSE FOR SALE,Opebi Ikeja Lagos,10.0,0.0,0.0,0,0,0,550000000
3 Bedroom Detached Duplex,3 BEDROOM HOUSE FOR SALE,Sangotedo Lagos,3.0,0.0,0.0,0,0,0,85000000
5 Bedroom Duplex,5 BEDROOM HOUSE FOR SALE,New Oko Oba Abule Egba Lagos,5.0,0.0,0.0,0,0,0,35000000
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,Ifako Gbagada Gbagada Lagos,4.0,0.0,0.0,0,0,0,90000000
Demolishable Bungalow,HOUSE FOR SALE,Egbeda Alimosho Lagos,0.0,0.0,0.0,0,0,0,25000000
Luxury 5 Bedroom Fully Detached Duplex,5 BEDROOM HOUSE FOR SALE,Lekki Phase 1 Lekki Lagos,5.0,0.0,0.0,0,0,0,500000000
5 Bedroom Fully Detached Duplex,5 BEDROOM HOUSE FOR SALE,Opebi Ikeja Lagos,5.0,0.0,0.0,0,0,0,120000000
4 Units Of Mini Flat,1 BEDROOM HOUSE FOR SALE,"Teacher Estate, Mowokekere, Off Ijede Road Ijede Ikorodu Lagos",1.0,1.0,1.0,0,0,0,13000000
3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR SALE,Benson Anorue Street Ajao Estate Isolo Lagos,3.0,0.0,0.0,0,0,0,1000000/year
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,Ajah Lagos,4.0,0.0,0.0,0,0,0,40000000
Luxury Built 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR SALE,Ikate Lekki Lagos,2.0,3.0,3.0,1,0,1,65000000
3 Bedroom Bungalow,3 BEDROOM HOUSE FOR SALE,Orisunmibare Ayobo Ipaja Lagos,3.0,0.0,0.0,0,0,0,15000000
2 Units Of 2 Bedroom Flat,2 BEDROOM HOUSE FOR SALE,Baruwa Ipaja Lagos,2.0,0.0,0.0,0,0,0,27000000
3 Bedroom Flat,3 BEDROOM HOUSE FOR SALE,Off General Hospital (lasuth Annex) Gbagada Lagos,3.0,0.0,0.0,0,0,0,40000000
5 Bedroom Fully Detached Duplex,5 BEDROOM HOUSE FOR SALE,Lekki Lagos,5.0,0.0,0.0,0,0,0,500000000
4 Numbers Of 2 Bedroom Flats,2 BEDROOM HOUSE FOR SALE,Anipupo Ogba Lagos,2.0,0.0,0.0,0,0,0,70000000
16 Numbers Of 3 Bedroom Flat,3 BEDROOM HOUSE FOR SALE,Off Bode Thomas Surulere Lagos,3.0,0.0,0.0,0,0,0,40000000
4 Bedroom Bungalow,4 BEDROOM HOUSE FOR SALE,Lanre Bus Stop Igando Road Alimosho Lagos,4.0,4.0,4.0,0,0,0,30000000
2 Bedroom Terrace Duplex,2 BEDROOM HOUSE FOR SALE,Ikota Estate Lekki Lagos,2.0,0.0,0.0,0,0,0,48000000
2 Numbers Of 3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR SALE,Akoka Yaba Lagos,3.0,3.0,4.0,0,0,0,70000000
3 Bedroom Bungalow,3 BEDROOM HOUSE FOR SALE,Alakuko Area Very Close To Genesis Church Alimosho Lagos,3.0,3.0,3.0,0,0,0,12000000
5 Bedroom Duplex,5 BEDROOM HOUSE FOR SALE,Off Oke Koto Road Agege Lagos,5.0,0.0,0.0,0,0,0,55000000
5 Flats Of 3 Bedrooms,3 BEDROOM HOUSE FOR SALE,Ekoro Abule Egba Lagos,3.0,0.0,0.0,0,0,0,30000000
5 Bedroom Fully Detached Duplex With Bq,5 BEDROOM HOUSE FOR SALE,Thomas Estate Ajah Lagos,5.0,0.0,0.0,0,0,0,120000000
4 Flat Of 3 Bedroom,3 BEDROOM HOUSE FOR SALE,Ipaja Lagos,3.0,0.0,0.0,0,0,0,40000000
4 Bedroom Bungalow,4 BEDROOM HOUSE FOR SALE,"Command, Ipaja Alimosho Lagos",4.0,5.0,5.0,0,0,0,35000000
5 Bedroom Duplex,4 BEDROOM FLAT / APARTMENT FOR SALE,New Oko Oba Abule Egba Lagos,4.0,0.0,0.0,0,0,0,35000000
3 Bedrooms Flat,3 BEDROOM FLAT / APARTMENT FOR SALE,Parafa Area Of Balogun Ikorodu Lagos,3.0,0.0,0.0,0,0,0,10000000
4 Bedroom Fully Detached Duplex,4 BEDROOM HOUSE FOR SALE,Eti Osa Ajah Lagos,4.0,0.0,0.0,0,0,0,90000000
3 Bedroom Bungalow,3 BEDROOM HOUSE FOR SALE,Orisunmibare Shasha Alimosho Lagos,3.0,3.0,3.0,0,0,0,30000000
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,"1, Right Side, Opposite White Sands School. Lekki Phase 1 Lekki Lagos",5.0,0.0,0.0,0,0,0,320000000
4 Numbers Of 3 Bedroom Flat,3 BEDROOM HOUSE FOR SALE,Morgan Estate Ojodu Lagos,3.0,0.0,0.0,0,0,0,75000000
5 Bedroom Mansion,5 BEDROOM HOUSE FOR SALE,Abacha Estate Ikoyi Lagos,5.0,0.0,0.0,0,0,0,1100000000
12 Units Of 4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Maryland Lagos,4.0,0.0,0.0,0,0,0,165000000
4 Bedroom Semi Dettached Duplex,4 BEDROOM HOUSE FOR SALE,Allen Avenue Ikeja Lagos,4.0,0.0,0.0,0,0,0,150000000
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,5.0,0.0,0.0,0,0,0,120000000
Luxury 3 Bedroom Bungalow,3 BEDROOM HOUSE FOR SALE,"Igbosoro Ewu Akaso, Via Odokekere, Odongunyan Ikorodu Lagos",3.0,0.0,0.0,0,0,0,8000000
5 Bedroom Fully Detached Duplex With Bq,5 BEDROOM HOUSE FOR SALE,Lekki Thomas Estate Ajah Lagos,5.0,0.0,0.0,0,0,0,120000000
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR SALE,Bode Thomas Surulere Lagos,2.0,0.0,0.0,0,0,0,16500000
Decent 3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR SALE,Satellite Town Amuwo Odofin Lagos,3.0,0.0,0.0,0,0,0,25000000
20 Units Of 4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,Lekki Phase 1 Lekki Lagos,4.0,0.0,0.0,0,0,0,250000000
Newly Built 5 Bedroom Semi Detached Duplex,5 BEDROOM HOUSE FOR SALE,Adeniyi Jones Ikeja Lagos,5.0,0.0,0.0,0,0,0,180000000
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Osapa London Lekki Lagos,5.0,0.0,0.0,0,0,0,280000000
4 Units Of 3 Bedroom Flat,3 BEDROOM HOUSE FOR SALE,Humani Street Shomolu Lagos,3.0,0.0,0.0,0,0,0,88000000
6 Bedroom Duplex,6 BEDROOM HOUSE FOR SALE,Amadiyah Ojokoro Abule Egba Lagos,6.0,0.0,0.0,0,0,0,65000000
Modern 2 Bedroom Flat,2 BEDROOM HOUSE FOR SALE,Agbele Ipaja Lagos,2.0,0.0,0.0,0,0,0,28000000
5 Bedroom Duplex,5 BEDROOM HOUSE FOR SALE,Gowon Estate Egbeda Alimosho Lagos,5.0,6.0,6.0,0,0,0,130000000
2 Numbers Of 3 Bedroom Duplex,3 BEDROOM HOUSE FOR SALE,Sewage Road Gowon Estate Egbeda Alimosho Lagos,3.0,3.0,3.0,0,0,0,75000000
4 Units Of 3 Bedroom Flat,3 BEDROOM HOUSE FOR SALE,Unity Estate Egbeda Alimosho Lagos,3.0,0.0,0.0,0,0,0,65000000
4 Units Of 3 Bedroom Flats,3 BEDROOM HOUSE FOR SALE,Aminu Ajibode Street Unity Estate Alimosho Lagos,3.0,3.0,3.0,0,0,0,90000000
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,511 Road Festac Amuwo Odofin Lagos,4.0,0.0,0.0,0,0,0,55000000
Uncompleted 4 Bedroom Duplex,4 BEDROOM HOUSE FOR SALE,"Abiola Estate ,ipaja Alimosho Lagos",4.0,0.0,0.0,0,0,0,22000000
4 Bedroom Flat,4 BEDROOM FLAT / APARTMENT FOR SALE,Magodo Kosofe Ikosi Lagos,4.0,0.0,0.0,0,0,0,100000000
Exquisite 2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SALE,Allen Avenue Ikeja Lagos,2.0,0.0,0.0,0,0,0,35000000
5 Bedroom Duplex,5 BEDROOM HOUSE FOR SALE,William Estate Akowonjo Egbeda Alimosho Lagos,5.0,6.0,6.0,0,0,0,45000000
3 Bedroom Bungalow,3 BEDROOM HOUSE FOR SALE,Erunwen Ikorodu Lagos,3.0,0.0,0.0,0,0,0,16000000
4 Units Of Self Contain,1 BEDROOM HOUSE FOR SALE,"Ikola, Command Alimosho Lagos",1.0,2.0,2.0,0,0,0,5000000
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Ajah Lagos,5.0,0.0,0.0,0,0,0,250000000
4 Units Of 3 Bedroom Flats,3 BEDROOM HOUSE FOR SALE,"Akora Estate, Adeniyi Jones Ikeja Lagos",3.0,0.0,0.0,0,0,0,200000000
3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR SALE,Taoridi Street Bode Thomas Surulere Lagos,3.0,0.0,0.0,0,0,0,60000000
3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR SALE,Alagomeji Yaba Lagos,3.0,4.0,4.0,1,0,0,60000000
5 Bedroom Duplex,5 BEDROOM HOUSE FOR SALE,"Temidire Estate, Akute Berger Ojodu Lagos",5.0,0.0,0.0,0,0,0,60000000
4 Units Of Mini Flats,1 BEDROOM FLAT / APARTMENT FOR SALE,"Valley View Estate, Olu Odo Ebute Ikorodu Lagos",1.0,0.0,2.0,0,0,0,30000000
4 Bedroom Detached Duplex,4 BEDROOM HOUSE FOR SALE,Ajah Lagos,4.0,0.0,0.0,0,0,0,100000000
2 Bedroom Apartment,2 BEDROOM HOUSE FOR SALE,Off Gbaja Surulere Lagos,2.0,0.0,0.0,0,0,1,55000000
